# NMDC submission-schema env-triad value sets, vendored for the term validator
# (nmdc_ingest_agent.validators.valuesets). Do not hand-edit: regenerate with
#   uv run --with nmdc-submission-schema python -m nmdc_ingest_agent.validators.generate_valuesets
# nmdc_submission_schema_version: 11.24.0
# generated: 2026-09-21
interface	slot	enum	curie	label	text
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000039	fjord	fjord [ENVO:00000039]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000255	flood plain	flood plain [ENVO:00000255]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000216	fumarole	fumarole [ENVO:00000216]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000050	geyser	geyser [ENVO:00000050]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000214	hadalpelagic zone	hadalpelagic zone [ENVO:00000214]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000463	harbour	harbour [ENVO:00000463]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000051	hot spring	hot spring [ENVO:00000051]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:01000265	hydrothermal seep	hydrothermal seep [ENVO:01000265]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000215	hydrothermal vent	hydrothermal vent [ENVO:00000215]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:01001020	hypersaline lake	hypersaline lake [ENVO:01001020]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000316	intertidal zone	intertidal zone [ENVO:00000316]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000036	irrigation canal	irrigation canal [ENVO:00000036]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000268	lake bed	lake bed [ENVO:00000268]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:01000617	lentic water body	lentic water body [ENVO:01000617]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:01000407	littoral zone	littoral zone [ENVO:01000407]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:01000066	marine anoxic zone	marine anoxic zone [ENVO:01000066]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:01000122	marine hydrothermal vent	marine hydrothermal vent [ENVO:01000122]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000206	marine neritic zone	marine neritic zone [ENVO:00000206]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:01000126	marine sub-littoral zone	marine sub-littoral zone [ENVO:01000126]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000406	mid-ocean ridge	mid-ocean ridge [ENVO:00000406]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000402	mud volcano	mud volcano [ENVO:00000402]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000426	ocean floor	ocean floor [ENVO:00000426]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00002185	oil reservoir	oil reservoir [ENVO:00002185]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00002061	oil spill	oil spill [ENVO:00002061]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000033	pond	pond [ENVO:00000033]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000022	river	river [ENVO:00000022]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000143	river bank	river bank [ENVO:00000143]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000384	river bed	river bed [ENVO:00000384]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000055	saline evaporation pond	saline evaporation pond [ENVO:00000055]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000019	saline lake	saline lake [ENVO:00000019]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000279	saline pan	saline pan [ENVO:00000279]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000482	sea floor	sea floor [ENVO:00000482]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:01000059	sea grass bed	sea grass bed [ENVO:01000059]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000304	shore	shore [ENVO:00000304]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000027	spring	spring [ENVO:00000027]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000023	stream	stream [ENVO:00000023]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000383	stream bed	stream bed [ENVO:00000383]
SedimentInterface	env_local_scale	EnvLocalScaleSedimentEnum	ENVO:00000501	submerged bed	submerged bed [ENVO:00000501]
SedimentInterface	env_medium	EnvMediumSedimentEnum	ENVO:00002045	anaerobic sediment	anaerobic sediment [ENVO:00002045]
SedimentInterface	env_medium	EnvMediumSedimentEnum	ENVO:03600001	chemically contaminated sediment	chemically contaminated sediment [ENVO:03600001]
SedimentInterface	env_medium	EnvMediumSedimentEnum	ENVO:00002160	estuarine mud	estuarine mud [ENVO:00002160]
SedimentInterface	env_medium	EnvMediumSedimentEnum	ENVO:01000117	granular sediment	granular sediment [ENVO:01000117]
SedimentInterface	env_medium	EnvMediumSedimentEnum	ENVO:01000133	hyperthermophilic sediment	hyperthermophilic sediment [ENVO:01000133]
SedimentInterface	env_medium	EnvMediumSedimentEnum	ENVO:00002115	petroleum enriched sediment	petroleum enriched sediment [ENVO:00002115]
SedimentInterface	env_medium	EnvMediumSedimentEnum	ENVO:00002154	radioactive sediment	radioactive sediment [ENVO:00002154]
SedimentInterface	env_medium	EnvMediumSedimentEnum	ENVO:00002007	sediment	sediment [ENVO:00002007]
SedimentInterface	env_medium	EnvMediumSedimentEnum	ENVO:01001036	sediment permeated by saline water	sediment permeated by saline water [ENVO:01001036]
SedimentInterface	env_medium	EnvMediumSedimentEnum	ENVO:00002044	sludge	sludge [ENVO:00002044]
SedimentInterface	env_medium	EnvMediumSedimentEnum	ENVO:01000132	thermophilic sediment	thermophilic sediment [ENVO:01000132]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01001505	alpine tundra biome	alpine tundra biome [ENVO:01001505]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000219	anthropogenic terrestrial biome	anthropogenic terrestrial biome [ENVO:01000219]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000197	broadleaf forest biome	broadleaf forest biome [ENVO:01000197]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000196	coniferous forest biome	coniferous forest biome [ENVO:01000196]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000245	cropland biome	cropland biome [ENVO:01000245]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000195	flooded grassland biome	flooded grassland biome [ENVO:01000195]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000190	flooded savanna biome	flooded savanna biome [ENVO:01000190]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000174	forest biome	forest biome [ENVO:01000174]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000177	grassland biome	grassland biome [ENVO:01000177]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000181	mangrove biome	mangrove biome [ENVO:01000181]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000199	mediterranean forest biome	mediterranean forest biome [ENVO:01000199]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000224	mediterranean grassland biome	mediterranean grassland biome [ENVO:01000224]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000229	mediterranean savanna biome	mediterranean savanna biome [ENVO:01000229]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000217	mediterranean shrubland biome	mediterranean shrubland biome [ENVO:01000217]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000208	mediterranean woodland biome	mediterranean woodland biome [ENVO:01000208]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000198	mixed forest biome	mixed forest biome [ENVO:01000198]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000194	montane grassland biome	montane grassland biome [ENVO:01000194]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000223	montane savanna biome	montane savanna biome [ENVO:01000223]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000216	montane shrubland biome	montane shrubland biome [ENVO:01000216]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000247	rangeland biome	rangeland biome [ENVO:01000247]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000178	savanna biome	savanna biome [ENVO:01000178]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000176	shrubland biome	shrubland biome [ENVO:01000176]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000250	subpolar coniferous forest biome	subpolar coniferous forest biome [ENVO:01000250]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000201	subtropical broadleaf forest biome	subtropical broadleaf forest biome [ENVO:01000201]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000209	subtropical coniferous forest biome	subtropical coniferous forest biome [ENVO:01000209]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000225	subtropical dry broadleaf forest biome	subtropical dry broadleaf forest biome [ENVO:01000225]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000191	subtropical grassland biome	subtropical grassland biome [ENVO:01000191]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000226	subtropical moist broadleaf forest biome	subtropical moist broadleaf forest biome [ENVO:01000226]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000187	subtropical savanna biome	subtropical savanna biome [ENVO:01000187]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000213	subtropical shrubland biome	subtropical shrubland biome [ENVO:01000213]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000222	subtropical woodland biome	subtropical woodland biome [ENVO:01000222]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000202	temperate broadleaf forest biome	temperate broadleaf forest biome [ENVO:01000202]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000211	temperate coniferous forest biome	temperate coniferous forest biome [ENVO:01000211]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000193	temperate grassland biome	temperate grassland biome [ENVO:01000193]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000212	temperate mixed forest biome	temperate mixed forest biome [ENVO:01000212]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000189	temperate savanna biome	temperate savanna biome [ENVO:01000189]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000215	temperate shrubland biome	temperate shrubland biome [ENVO:01000215]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000221	temperate woodland biome	temperate woodland biome [ENVO:01000221]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:00000446	terrestrial biome	terrestrial biome [ENVO:00000446]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01001369	tidal mangrove shrubland	tidal mangrove shrubland [ENVO:01001369]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000200	tropical broadleaf forest biome	tropical broadleaf forest biome [ENVO:01000200]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000210	tropical coniferous forest biome	tropical coniferous forest biome [ENVO:01000210]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000227	tropical dry broadleaf forest biome	tropical dry broadleaf forest biome [ENVO:01000227]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000192	tropical grassland biome	tropical grassland biome [ENVO:01000192]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01001798	tropical mixed forest biome	tropical mixed forest biome [ENVO:01001798]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000228	tropical moist broadleaf forest biome	tropical moist broadleaf forest biome [ENVO:01000228]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000188	tropical savanna biome	tropical savanna biome [ENVO:01000188]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000214	tropical shrubland biome	tropical shrubland biome [ENVO:01000214]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000220	tropical woodland biome	tropical woodland biome [ENVO:01000220]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000180	tundra biome	tundra biome [ENVO:01000180]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000175	woodland biome	woodland biome [ENVO:01000175]
SoilInterface	env_broad_scale	EnvBroadScaleSoilEnum	ENVO:01000218	xeric shrubland biome	xeric shrubland biome [ENVO:01000218]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:04000009	active permafrost layer	active permafrost layer [ENVO:04000009]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000114	agricultural field	agricultural field [ENVO:00000114]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00005803	animal habitation	animal habitation [ENVO:00005803]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:03500005	anthropogenic litter	anthropogenic litter [ENVO:03500005]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00012408	aquifer	aquifer [ENVO:00012408]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:01000892	area of cropland	area of cropland [ENVO:01000892]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:01000816	area of deciduous forest	area of deciduous forest [ENVO:01000816]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:01000861	area of dwarf scrub	area of dwarf scrub [ENVO:01000861]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:01000843	area of evergreen forest	area of evergreen forest [ENVO:01000843]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:01000891	area of pastureland or hayfields	area of pastureland or hayfields [ENVO:01000891]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000141	bank	bank [ENVO:00000141]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000091	beach	beach [ENVO:00000091]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000287	butte	butte [ENVO:00000287]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000096	caldera	caldera [ENVO:00000096]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000014	canal	canal [ENVO:00000014]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000067	cave	cave [ENVO:00000067]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:03000117	channel	channel [ENVO:03000117]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000155	cirque	cirque [ENVO:00000155]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000087	cliff	cliff [ENVO:00000087]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000514	crater	crater [ENVO:00000514]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000101	delta	delta [ENVO:00000101]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:01001357	desert	desert [ENVO:01001357]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:01000671	dike	dike [ENVO:01000671]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000037	ditch	ditch [ENVO:00000037]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000291	drainage basin	drainage basin [ENVO:00000291]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000170	dune	dune [ENVO:00000170]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000045	estuary	estuary [ENVO:00000045]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000078	farm	farm [ENVO:00000078]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000232	fen	fen [ENVO:00000232]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000039	fjord	fjord [ENVO:00000039]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000255	flood plain	flood plain [ENVO:00000255]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:01001568	frost heave	frost heave [ENVO:01001568]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000216	fumarole	fumarole [ENVO:00000216]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000011	garden	garden [ENVO:00000011]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000133	glacier	glacier [ENVO:00000133]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000463	harbour	harbour [ENVO:00000463]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000083	hill	hill [ENVO:00000083]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000051	hot spring	hot spring [ENVO:00000051]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000516	hummock	hummock [ENVO:00000516]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000316	intertidal zone	intertidal zone [ENVO:00000316]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000174	isthmus	isthmus [ENVO:00000174]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000175	karst	karst [ENVO:00000175]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000020	lake	lake [ENVO:00000020]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000533	landfill	landfill [ENVO:00000533]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000178	levee	levee [ENVO:00000178]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000057	mangrove swamp	mangrove swamp [ENVO:00000057]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000035	marsh	marsh [ENVO:00000035]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000179	mesa	mesa [ENVO:00000179]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000076	mine	mine [ENVO:00000076]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000081	mountain	mountain [ENVO:00000081]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000192	mudflat	mudflat [ENVO:00000192]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:01000433	needleleaf forest	needleleaf forest [ENVO:01000433]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00002061	oil spill	oil spill [ENVO:00002061]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000489	palsa	palsa [ENVO:00000489]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000562	park	park [ENVO:00000562]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000266	pasture	pasture [ENVO:00000266]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000189	peat swamp	peat swamp [ENVO:00000189]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000044	peatland	peatland [ENVO:00000044]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000305	peninsula	peninsula [ENVO:00000305]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000086	plain	plain [ENVO:00000086]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000182	plateau	plateau [ENVO:00000182]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000260	prairie	prairie [ENVO:00000260]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000284	quarry	quarry [ENVO:00000284]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000025	reservoir	reservoir [ENVO:00000025]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00005801	rhizosphere	rhizosphere [ENVO:00005801]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000283	ridge	ridge [ENVO:00000283]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000022	river	river [ENVO:00000022]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:01000447	roadside	roadside [ENVO:01000447]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000486	shoreline	shoreline [ENVO:00000486]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000195	sinkhole	sinkhole [ENVO:00000195]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00002000	slope	slope [ENVO:00002000]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000027	spring	spring [ENVO:00000027]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000262	steppe	steppe [ENVO:00000262]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000023	stream	stream [ENVO:00000023]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:01001803	tropical forest	tropical forest [ENVO:01001803]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000068	tunnel	tunnel [ENVO:00000068]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000328	vadose zone	vadose zone [ENVO:00000328]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000247	volcano	volcano [ENVO:00000247]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000031	wadi	wadi [ENVO:00000031]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000292	watershed	watershed [ENVO:00000292]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000026	well	well [ENVO:00000026]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000043	wetland area	wetland area [ENVO:00000043]
SoilInterface	env_local_scale	EnvLocalScaleSoilEnum	ENVO:00000109	woodland area	woodland area [ENVO:00000109]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:01001185	acidic soil	acidic soil [ENVO:01001185]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002234	acrisol	acrisol [ENVO:00002234]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002259	agricultural soil	agricultural soil [ENVO:00002259]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002233	albeluvisol	albeluvisol [ENVO:00002233]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002231	alisol	alisol [ENVO:00002231]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005744	allotment garden soil	allotment garden soil [ENVO:00005744]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005759	alluvial paddy field soil	alluvial paddy field soil [ENVO:00005759]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002871	alluvial soil	alluvial soil [ENVO:00002871]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005758	alluvial swamp soil	alluvial swamp soil [ENVO:00005758]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005741	alpine soil	alpine soil [ENVO:00005741]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002232	andosol	andosol [ENVO:00002232]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002230	anthrosol	anthrosol [ENVO:00002230]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005742	arable soil	arable soil [ENVO:00005742]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002229	arenosol	arenosol [ENVO:00002229]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:01001616	bare soil	bare soil [ENVO:01001616]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005770	beech forest soil	beech forest soil [ENVO:00005770]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005789	bluegrass field soil	bluegrass field soil [ENVO:00005789]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005802	bulk soil	bulk soil [ENVO:00005802]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005760	burned soil	burned soil [ENVO:00005760]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002239	calcisol	calcisol [ENVO:00002239]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002235	cambisol	cambisol [ENVO:00002235]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002237	chernozem	chernozem [ENVO:00002237]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002262	clay soil	clay soil [ENVO:00002262]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:06105205	compacted soil	compacted soil [ENVO:06105205]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005747	compost soil	compost soil [ENVO:00005747]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002236	cryosol	cryosol [ENVO:00002236]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005748	dry soil	dry soil [ENVO:00005748]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002238	durisol	durisol [ENVO:00002238]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005787	eucalyptus forest soil	eucalyptus forest soil [ENVO:00005787]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002246	ferralsol	ferralsol [ENVO:00002246]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005754	fertilized soil	fertilized soil [ENVO:00005754]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002273	fluvisol	fluvisol [ENVO:00002273]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002261	forest soil	forest soil [ENVO:00002261]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:01001528	friable-frozen soil	friable-frozen soil [ENVO:01001528]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:01001638	frost-susceptible soil	frost-susceptible soil [ENVO:01001638]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005765	frozen compost soil	frozen compost soil [ENVO:00005765]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:01001526	frozen soil	frozen soil [ENVO:01001526]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002244	gleysol	gleysol [ENVO:00002244]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00005750	grassland soil	grassland soil [ENVO:00005750]
SoilInterface	env_medium	EnvMediumSoilEnum	ENVO:00002245	gypsisol	gypsisol [ENVO:00002245]
